pathogen_cat,vaccine_coverage_cat,state,mean,p025,p975
Rubella,50% lower,IA,37321.75269999996,0,222321.7
Rubella,50% lower,ID,15705.827600000013,0,148088.39999999997
Rubella,50% lower,IL,390476.1642,9,889187.4249999999
Rubella,50% lower,IN,176011.43390000003,3,536616.875
Rubella,50% lower,KS,35843.57620000001,0,224719.525
Rubella,50% lower,KY,82449.16249999999,1,342236
Rubella,50% lower,LA,95131.67230000006,1,383728.92499999993
Rubella,50% lower,MA,85289.82130000001,3,358108.25
Rubella,50% lower,MD,104133.55559999995,3,404064.19999999995
Rubella,50% lower,ME,2529.379200000001,0,51659.12499999996
Rubella,50% lower,MI,243016.50410000008,6,668383.6249999999
Rubella,50% lower,MN,103203.56089999998,2,401072.19999999995
Rubella,50% lower,MO,132212.53589999996,2,468366.5249999999
Rubella,50% lower,MS,39458.82270000002,0,232785.69999999995
Rubella,50% lower,MT,5015.974899999996,0,70962.525
Rubella,50% lower,NC,263074.8254999999,7,664808.1499999999
Rubella,50% lower,ND,3950.8102999999974,0,60450.19999999999
Rubella,50% lower,NE,14856.439099999992,0,139098.87499999994
Rubella,50% lower,NH,3368,0,58780.15
Rubella,50% lower,NJ,224105.66749999998,4,638442.9999999999
Rubella,50% lower,NM,16041.884200000008,0,139549.89999999997
Rubella,50% lower,NV,40219.816200000045,0,249366.44999999998
Rubella,50% lower,NY,783183.0187000001,23,1429861.9749999999
Rubella,50% lower,OH,381716.9227,9,870257.675
Rubella,50% lower,OK,62481.436099999984,1,315794.55
Rubella,50% lower,OR,49308.02369999999,0,275196.225
Rubella,50% lower,PA,356128.67970000004,10,814753.95
Rubella,50% lower,RI,1788.8463999999997,0,41524.149999999994
Rubella,50% lower,SC,93987.45389999992,1,367426.7249999999
Rubella,50% lower,SD,3704.670000000003,0,63938.54999999999
Rubella,50% lower,TN,148463.70759999994,3,485136.725
Rubella,50% lower,TX,1755539.5904000006,61.95,2673602.3749999995
Rubella,50% lower,UT,62708.72419999998,0,334444.075
Rubella,50% lower,VA,217738.69530000005,5,624203.0499999999
Rubella,50% lower,VT,811.6543,0,20299.149999999918
Rubella,50% lower,WA,171538.93029999992,3,569324.475
Rubella,50% lower,WI,98228.1561,2,385427.075
Rubella,50% lower,WV,11675.44049999998,0,113423.42499999999
Rubella,50% lower,WY,1428.9655000000014,0,34601.574999999924
Rubella,45% lower,AK,2655.9670999999958,0,52282.374999999985
Rubella,45% lower,AL,46343.13579999999,1,263671.375
Rubella,45% lower,AR,23316.509799999996,0,184540.525
Rubella,45% lower,AZ,90727.59079999999,2,427624.425
Rubella,45% lower,CA,1517604.5481999998,66,2283850.8
Rubella,45% lower,CO,66941.14770000006,1,339065.69999999995
Rubella,45% lower,CT,8719.096800000016,0,118831.425
Rubella,45% lower,DC,1590.9460000000013,0,39285.52499999999
Rubella,45% lower,DE,1907.6376000000043,0,43139.47499999999
Rubella,45% lower,FL,446850.4739000001,20,1015503.4500000001
Rubella,45% lower,GA,194019.39500000014,7,627733.375
Rubella,45% lower,HI,5413.698200000008,0,81423.39999999997
Rubella,45% lower,IA,17266.452899999997,0,163782.35
Rubella,45% lower,ID,7951.919900000009,0,116321.82499999992
Rubella,45% lower,IL,211634.6686999999,8,679642.45
Rubella,45% lower,IN,90506.49350000004,2,418767.3
Rubella,45% lower,KS,18747.068400000004,0,170725.0999999999
Rubella,45% lower,KY,42967.91120000003,1,265527.24999999994
Rubella,45% lower,LA,51989.38120000001,1,295266.8
Rubella,45% lower,MA,39626.89829999999,3,253864.07499999998
Rubella,45% lower,MD,48964.38979999998,2,295160.05
Rubella,45% lower,ME,1238.8082000000002,0,35200.09999999997
Rubella,45% lower,MI,136359.71839999998,5,512895.05
Rubella,45% lower,MN,53860.41769999997,2,304853.1
Rubella,45% lower,MO,74653.52470000007,2,361964.6
Rubella,45% lower,MS,19032.324899999992,0,174859.39999999997
Rubella,45% lower,MT,2086.1649000000125,0,46130.375
Rubella,45% lower,NC,115599.4717,7,483759.2
Rubella,45% lower,ND,2195.1428000000005,0,45407.175
Rubella,45% lower,NE,7033.214200000008,0,102487.4249999999
Rubella,45% lower,NH,1567.6954000000012,0,35835.34999999997
Rubella,45% lower,NJ,119349.93409999997,4,489811.425
Rubella,45% lower,NM,7448.587100000001,0,106305.325
Rubella,45% lower,NV,21852.398099999988,0,191176.72499999998
Rubella,45% lower,NY,488633.3620000005,17,1094715.15
Rubella,45% lower,OH,222743.80829999998,8,676230.1
Rubella,45% lower,OK,36225.10439999997,1,242237.425
Rubella,45% lower,OR,26183.03499999995,0,213134.79999999996
Rubella,45% lower,PA,197245.95960000006,8,620188.025
Rubella,45% lower,RI,856.8247000000014,0,25579.79999999991
Rubella,45% lower,SC,51232.633699999926,1,285734.29999999993
Rubella,45% lower,SD,2090.2794000000017,0,46763.349999999984
Rubella,45% lower,TN,77225.79470000003,3,367511.97500000003
Rubella,45% lower,TX,1252347.3472999998,41.975,2088048.35
Rubella,45% lower,UT,35456.414,0,260453.625
Rubella,45% lower,VA,119479.7392,4,478791.775
Rubella,45% lower,VT,1.6817999999999975,0,20.024999999999864
Rubella,45% lower,WA,101917.10260000003,3,440758.425
Rubella,45% lower,WI,49208.39609999999,2,292030.52499999997
Rubella,45% lower,WV,5303.215299999999,0,82422.84999999996
Rubella,45% lower,WY,464.34370000000024,0,1110.849999999968
Rubella,40% lower,AK,760.2522000000032,0,6547.974999999902
Rubella,40% lower,AL,14302.99250000002,1,172993.97499999998
Rubella,40% lower,AR,9729.265899999995,0,128511.82499999997
Rubella,40% lower,AZ,41478.78710000001,2,308407.2
Rubella,40% lower,CA,667052.7084000004,49.975,1582929.075
Rubella,40% lower,CO,31483.554699999888,1,241803.45
Rubella,40% lower,CT,1228.4639999999981,0,25660.12499999996
Rubella,40% lower,DC,127.17479999999888,0,1149.1499999999992
Rubella,40% lower,DE,220.65729999999922,0,2481.4749999998066
Rubella,40% lower,FL,168628.26909999992,16,686439.2749999999
Rubella,40% lower,GA,79842.67600000004,5,434020.875
Rubella,40% lower,HI,1572.7665000000022,0,45400.125
Rubella,40% lower,IA,6026.5121,0,105211.64999999998
Rubella,40% lower,ID,3723.3265999999926,0,80819.77499999995
Rubella,40% lower,IL,76610.78639999997,6,460952.55
Rubella,40% lower,IN,45421.31020000001,2,296601.925
Rubella,40% lower,KS,7991.919099999995,0,115880.79999999999
Rubella,40% lower,KY,16808.386599999998,1,186706.14999999997
Rubella,40% lower,LA,21140.43239999997,1,205004.32499999995
Rubella,40% lower,MA,5988.091800000023,2,119654.82499999975
Rubella,40% lower,MD,12986.211700000002,2,184161.59999999998
Rubella,40% lower,ME,25.331199999999992,0,175.49999999999727
Rubella,40% lower,MI,50476.05400000001,5,349631.4
Rubella,40% lower,MN,17615.058400000016,2,198964.475
Rubella,40% lower,MO,33415.31899999998,2,254320.32499999998
Rubella,40% lower,MS,8952.891899999999,0,123525.34999999998
Rubella,40% lower,MT,916.0809999999973,0,28474.24999999978
Rubella,40% lower,NC,28319.906000000014,6,296140.55
Rubella,40% lower,ND,773.2402999999974,0,20068.149999999332
Rubella,40% lower,NE,1202.512399999999,0,28443.849999999788
Rubella,40% lower,NH,113.28499999999994,0,892.0499999999997
Rubella,40% lower,NJ,48944.67220000003,4,336217.92499999993
Rubella,40% lower,NM,2756.5007000000014,0,65992.22499999992
Rubella,40% lower,NV,11687.951799999999,0,145910.57499999995
Rubella,40% lower,NY,196659.44170000002,16,745974.125
Rubella,40% lower,OH,97984.72249999986,6,474486.675
Rubella,40% lower,OK,12759.755700000002,0,166631.57499999998
Rubella,40% lower,OR,10997.26339999997,0,149285.87499999997
Rubella,40% lower,PA,77698.76490000004,7,419968.225
Rubella,40% lower,RI,7.668299999999988,0,115.17499999999905
Rubella,40% lower,SC,22034.537700000004,1,201023.925
Rubella,40% lower,SD,368.0951000000001,0,1690.1749999999718
Rubella,40% lower,TN,27438.352199999972,2,244332.15
Rubella,40% lower,TX,638872.3548,32,1482709.05
Rubella,40% lower,UT,14656.568599999999,0,179563.52499999997
Rubella,40% lower,VA,49844.207000000046,4,328908.8
Rubella,40% lower,VT,1.7111999999999992,0,21.024999999999864
Rubella,40% lower,WA,39551.09550000001,2,307462.07499999995
Rubella,40% lower,WI,19283.46419999998,1,194208.925
Rubella,40% lower,WV,2529.7532999999976,0,56563.17499999992
Rubella,40% lower,WY,3.2523999999999575,0,46
Rubella,35% lower,AK,77.19649999999896,0,711.1249999999939
Rubella,35% lower,AL,658.5776000000034,1,10973.899999999936
Rubella,35% lower,AR,1100.6923999999976,0,20418.124999999905
Rubella,35% lower,AZ,8659.39160000002,2,162284.89999999964
Rubella,35% lower,CA,56279.71450000004,41,543974.7999999999
Rubella,35% lower,CO,5704.310500000019,1,125729.32499999992
Rubella,35% lower,CT,13.488899999999996,0,134.24999999999864
Rubella,35% lower,DC,2.613700000000002,0,29.024999999999864
Rubella,35% lower,DE,3.115500000000002,0,32.024999999999864
Rubella,35% lower,FL,9562.608799999978,14.975000000000001,141217.94999999992
Rubella,35% lower,GA,8736.74590000001,5,171062.2999999996
Rubella,35% lower,HI,12.529299999999946,0,232.04999999999973
Rubella,35% lower,IA,140.35509999999974,0,1908.7499999999304
Rubella,35% lower,ID,896.0936000000005,0,22301.55
Rubella,35% lower,IL,4275.643199999991,6,92113.82499999988
Rubella,35% lower,IN,6527.518499999989,2,132859.62499999983
Rubella,35% lower,KS,333.3917999999999,0,7730.349999999976
Rubella,35% lower,KY,2692.5146000000027,0,60261.32499999971
Rubella,35% lower,LA,2000.9313999999981,1,49632.39999999996
Rubella,35% lower,MA,65.04670000000006,2,907.024999999989
Rubella,35% lower,MD,247.5568000000005,1,4412.0499999999665
Rubella,35% lower,ME,3.2038999999999986,0,39.024999999999864
Rubella,35% lower,MI,3414.7963000000045,4,69138.6999999998
Rubella,35% lower,MN,849.6260999999995,1,17156.524999999954
Rubella,35% lower,MO,5355.884600000005,2,115932.1749999993
Rubella,35% lower,MS,1433.9979,0,30207.124999999283
Rubella,35% lower,MT,5.3936999999999955,0,69.17499999999905
Rubella,35% lower,NC,346.5824000000002,5,5780.82499999999
Rubella,35% lower,ND,2.5110000000000015,0,27
Rubella,35% lower,NE,20.863399999999984,0,299.0749999999996
Rubella,35% lower,NH,3.348300000000003,0,38.099999999999454
Rubella,35% lower,NJ,4524.960499999975,4,94256.09999999983
Rubella,35% lower,NM,160.0562,0,1387.6249999999911
Rubella,35% lower,NV,3680.3569000000016,0,89022.37499999997
Rubella,35% lower,NY,17176.028499999986,13,254970.49999999997
Rubella,35% lower,OH,15371.67010000001,5,233850.57499999975
Rubella,35% lower,OK,2203.6384000000025,0,46831.77499999986
Rubella,35% lower,OR,1674.5601999999956,0,33566.69999999973
Rubella,35% lower,PA,3946.1797999999976,6,76584.37499999999
Rubella,35% lower,RI,2.3678999999999997,0,26.024999999999864
Rubella,35% lower,SC,3116.2646999999984,1,70044.94999999991
Rubella,35% lower,SD,4.784199999999996,0,67.07499999999959
Rubella,35% lower,TN,1329.9619999999995,2,27557.67499999996
Rubella,35% lower,TX,89587.84899999999,27.975,801140.4749999996
Rubella,35% lower,UT,2220.871299999997,0,52555.17499999993
Rubella,35% lower,VA,3356.108900000004,3,70835.09999999964
Rubella,35% lower,VT,1.3263999999999991,0,15
Rubella,35% lower,WA,5487.263600000001,2,112721.94999999976
Rubella,35% lower,WI,1101.0182999999995,1,22890.774999999896
Rubella,35% lower,WV,297.14150000000024,0,3189.299999999971
Rubella,35% lower,WY,2.0590000000000015,0,27.024999999999864
Rubella,30% lower,AK,2.8610000000000055,0,38.099999999999454
Rubella,30% lower,AL,17.580399999999962,1,176.09999999999945
Rubella,30% lower,AR,13.156999999999998,0,153.14999999999918
Rubella,30% lower,AZ,58.93279999999998,2,862.2749999999985
Rubella,30% lower,CA,464.5777000000001,33,5209.749999999991
Rubella,30% lower,CO,36.6947999999999,1,492.6249999999966
Rubella,30% lower,CT,6.5544,0,45
Rubella,30% lower,DC,1.4814000000000003,0,15
Rubella,30% lower,DE,1.9239999999999988,0,19.024999999999864
Rubella,30% lower,FL,109.73749999999995,12,1140.6249999999911
Rubella,30% lower,GA,82.74579999999992,4,1098.6249999999966
Rubella,30% lower,HI,4.88899999999999,0,61.07499999999959
Rubella,30% lower,IA,8.943600000000005,0,81.07499999999959
Rubella,30% lower,ID,9.994000000000037,0,132.0749999999996
Rubella,30% lower,IL,72.31320000000005,5,759.3499999999981
Rubella,30% lower,IN,64.87859999999993,2,910.2249999999879
Rubella,30% lower,KS,11.599700000000002,0,134
Rubella,30% lower,KY,21.47729999999994,0,229.22499999999877
Rubella,30% lower,LA,28.369700000000016,1,369.2749999999985
Rubella,30% lower,MA,15.25439999999998,1,103.02499999999986
Rubella,30% lower,MD,16.0303,1,124
Rubella,30% lower,ME,2.4225,0,24.024999999999864
Rubella,30% lower,MI,54.88020000000015,3,654.374999999998
Rubella,30% lower,MN,22.871400000000012,1,251.12499999999932
Rubella,30% lower,MO,44.65559999999992,1,562.5749999999969
Rubella,30% lower,MS,11.905699999999989,0,137
Rubella,30% lower,MT,2.905900000000004,0,38.04999999999973
Rubella,30% lower,NC,32.271800000000006,4,236.0749999999996
Rubella,30% lower,ND,1.622,0,15
Rubella,30% lower,NE,5.356300000000011,0,49.024999999999864
Rubella,30% lower,NH,2.061999999999999,0,17
Rubella,30% lower,NJ,43.81399999999998,2,551.6249999999966
Rubella,30% lower,NM,5.381399999999997,0,51.099999999999454
Rubella,30% lower,NV,39.35799999999988,0,616.0749999999941
Rubella,30% lower,NY,124.85489999999984,11,1286
Rubella,30% lower,OH,105.65069999999992,5,1418.3999999999924
Rubella,30% lower,OK,25.57349999999998,0,342.0749999999996
Rubella,30% lower,OR,19.46530000000002,0,249.02499999999986
Rubella,30% lower,PA,56.88750000000003,5,562.174999999999
Rubella,30% lower,RI,1.7140000000000009,0,14
Rubella,30% lower,SC,25.741799999999973,1,338.24999999999864
Rubella,30% lower,SD,2.238899999999999,0,24
Rubella,30% lower,TN,26.324799999999993,1,260.09999999999945
Rubella,30% lower,TX,523.4475000000003,22.975,6780.949999999989
Rubella,30% lower,UT,17.01079999999997,0,220
Rubella,30% lower,VA,48.85000000000004,3,646.6749999999963
Rubella,30% lower,VT,0.8554999999999987,0,8
Rubella,30% lower,WA,45.92379999999998,2,489.6749999999963
Rubella,30% lower,WI,20.906999999999993,1,215.02499999999986
Rubella,30% lower,WV,6.282400000000019,0,68.02499999999986
Rubella,30% lower,WY,1.0505000000000004,0,11
Rubella,25% lower,AK,1.4850000000000005,0,15
Rubella,25% lower,AL,8.919500000000014,0,54.024999999999864
Rubella,25% lower,AR,6.3185999999999956,0,49.024999999999864
Rubella,25% lower,AZ,19.13209999999999,1,157
Rubella,25% lower,CA,91.46169999999996,28.975,390.0749999999996
Rubella,25% lower,CO,13.073999999999996,1,96.17499999999905
Rubella,25% lower,CT,4.793500000000003,0,25.024999999999864
Rubella,25% lower,DC,1.1125000000000012,0,9.024999999999864
Rubella,25% lower,DE,1.4489999999999983,0,12
Rubella,25% lower,FL,39.914699999999996,10,174.04999999999973
Rubella,25% lower,GA,22.758199999999995,4,122
Rubella,25% lower,HI,2.262899999999999,0,17.024999999999864
Rubella,25% lower,IA,5.893399999999998,0,37.024999999999864
Rubella,25% lower,ID,4.476,0,45
Rubella,25% lower,IL,26.811999999999983,4,156.04999999999973
Rubella,25% lower,IN,15.723699999999994,1,105.04999999999973
Rubella,25% lower,KS,5.380700000000001,0,36.04999999999973
Rubella,25% lower,KY,9.5958,0,70.02499999999986
Rubella,25% lower,LA,10.574,0,73.02499999999986
Rubella,25% lower,MA,9.481000000000002,1,41
Rubella,25% lower,MD,9.7154,1,47.024999999999864
Rubella,25% lower,ME,1.7349000000000017,0,16
Rubella,25% lower,MI,19.349100000000007,2,107.02499999999986
Rubella,25% lower,MN,11.074300000000003,1,64.02499999999986
Rubella,25% lower,MO,14.403499999999994,1,107.12499999999932
Rubella,25% lower,MS,6.1400999999999994,0,42.024999999999864
Rubella,25% lower,MT,1.6254999999999988,0,13.024999999999864
Rubella,25% lower,NC,17.38600000000001,3,74
Rubella,25% lower,ND,1.2845000000000013,0,11
Rubella,25% lower,NE,2.944499999999999,0,18.024999999999864
Rubella,25% lower,NH,1.6879999999999997,0,13
Rubella,25% lower,NJ,17.30969999999999,2,94.09999999999945
Rubella,25% lower,NM,3.2544999999999957,0,22
Rubella,25% lower,NV,7.602999999999995,0,65.04999999999973
Rubella,25% lower,NY,41.0009999999999,10,204.0749999999996
Rubella,25% lower,OH,25.78360000000001,4,147.0749999999996
Rubella,25% lower,OK,8.221599999999999,0,58.024999999999864
Rubella,25% lower,OR,7.627400000000001,0,49.12499999999932
Rubella,25% lower,PA,24.029199999999996,4,130.02499999999986
Rubella,25% lower,RI,1.344000000000002,0,10
Rubella,25% lower,SC,11.123200000000002,0,90
Rubella,25% lower,SD,1.425999999999999,0,12
Rubella,25% lower,TN,12.142799999999992,1,62.024999999999864
Rubella,25% lower,TX,76.77159999999996,20,319.0749999999996
Rubella,25% lower,UT,7.686999999999993,0,62.024999999999864
Rubella,25% lower,VA,17.3749,2,102.02499999999986
Rubella,25% lower,VT,0.6259999999999999,0,5
Rubella,25% lower,WA,15.6612,2,96
Rubella,25% lower,WI,10.272399999999989,1,57.024999999999864
Rubella,25% lower,WV,3.4001999999999994,0,32
Rubella,25% lower,WY,0.7718999999999997,0,9
Rubella,20% lower,AK,1.0999999999999994,0,10
Rubella,20% lower,AL,6.245500000000004,0,29
Rubella,20% lower,AR,4.616000000000004,0,28
Rubella,20% lower,AZ,10.3044,1,48
Rubella,20% lower,CA,56.2943,24,143
Rubella,20% lower,CO,8.331399999999999,0,42.024999999999864
Rubella,20% lower,CT,3.4709999999999983,0,14
Rubella,20% lower,DC,0.8540000000000005,0,7
Rubella,20% lower,DE,1.1524999999999999,0,8
Rubella,20% lower,FL,27.2595,9,77
Rubella,20% lower,GA,15.60949999999999,3,63
Rubella,20% lower,HI,1.8424999999999991,0,12.024999999999864
Rubella,20% lower,IA,3.8404999999999987,0,18
Rubella,20% lower,ID,2.809199999999996,0,22
Rubella,20% lower,IL,16.46750000000001,4,57
Rubella,20% lower,IN,10.438400000000003,1,47
Rubella,20% lower,KS,3.8620000000000014,0,21.024999999999864
Rubella,20% lower,KY,6.6605,0,35
Rubella,20% lower,LA,6.7654999999999985,0,33.024999999999864
Rubella,20% lower,MA,7.202399999999997,1,25
Rubella,20% lower,MD,7.275500000000002,1,29.024999999999864
Rubella,20% lower,ME,1.3150000000000013,0,8
Rubella,20% lower,MI,13.2924,3,47
Rubella,20% lower,MN,7.642500000000002,1,35
Rubella,20% lower,MO,8.7508,1,43
Rubella,20% lower,MS,4.041900000000002,0,23
Rubella,20% lower,MT,1.2979000000000003,0,10
Rubella,20% lower,NC,12.400500000000003,3,38
Rubella,20% lower,ND,0.9895000000000003,0,8
Rubella,20% lower,NE,2.5560000000000014,0,15
Rubella,20% lower,NH,1.3114,0,8
Rubella,20% lower,NJ,11.7774,2,44.024999999999864
Rubella,20% lower,NM,2.741899999999999,0,18.024999999999864
Rubella,20% lower,NV,4.553900000000002,0,27
Rubella,20% lower,NY,25.918899999999987,8,80
Rubella,20% lower,OH,17.307399999999998,4,66
Rubella,20% lower,OK,5.893999999999999,0,32
Rubella,20% lower,OR,5.7393999999999945,0,32
Rubella,20% lower,PA,16.457900000000013,4,58
Rubella,20% lower,RI,1.0049999999999994,0,6
Rubella,20% lower,SC,6.861499999999998,0,31
Rubella,20% lower,SD,1.2063999999999986,0,8
Rubella,20% lower,TN,8.994999999999996,1,38.024999999999864
Rubella,20% lower,TX,45.9425,16,131.02499999999986
Rubella,20% lower,UT,5.231900000000002,0,29.024999999999864
Rubella,20% lower,VA,11.984499999999999,2,48
Rubella,20% lower,VT,0.6304999999999997,0,5
Rubella,20% lower,WA,10.292900000000001,1,43.024999999999864
Rubella,20% lower,WI,7.496999999999998,1,31
Rubella,20% lower,WV,2.5100000000000042,0,17
Rubella,20% lower,WY,0.6830000000000002,0,5
Rubella,15% lower,AK,0.8529999999999996,0,7
Rubella,15% lower,AL,5.1174,0,19
Rubella,15% lower,AR,3.384499999999999,0,16
Rubella,15% lower,AZ,8.172999999999998,1,33
Rubella,15% lower,CA,42.21209999999999,20,86
Rubella,15% lower,CO,6.345999999999997,0,24.024999999999864
Rubella,15% lower,CT,2.967000000000001,0,11
Rubella,15% lower,DC,0.7004999999999997,0,5
Rubella,15% lower,DE,0.9049999999999995,0,6
Rubella,15% lower,FL,20.852899999999998,7,50.024999999999864
Rubella,15% lower,GA,11.5524,3,33.024999999999864
Rubella,15% lower,HI,1.3784999999999996,0,8
Rubella,15% lower,IA,3.0975000000000015,0,13
Rubella,15% lower,ID,1.9199000000000002,0,11.024999999999864
Rubella,15% lower,IL,12.948800000000002,3,36
Rubella,15% lower,IN,7.626500000000004,1,27
Rubella,15% lower,KS,3.215499999999999,0,14
Rubella,15% lower,KY,4.853,0,20
Rubella,15% lower,LA,5.1328999999999985,0,20.024999999999864
Rubella,15% lower,MA,5.7774,1,17
Rubella,15% lower,MD,5.721499999999999,0,19
Rubella,15% lower,ME,1.1245,0,6
Rubella,15% lower,MI,10.2174,2,30.024999999999864
Rubella,15% lower,MN,5.710899999999999,0,22.024999999999864
Rubella,15% lower,MO,6.644899999999999,0,24
Rubella,15% lower,MS,3.2068999999999988,0,16
Rubella,15% lower,MT,0.9715000000000001,0,7
Rubella,15% lower,NC,9.873000000000001,2,26
Rubella,15% lower,ND,0.8214999999999997,0,6
Rubella,15% lower,NE,1.7838999999999998,0,8
Rubella,15% lower,NH,1.1733999999999989,0,6
Rubella,15% lower,NJ,9.160000000000002,2,30
Rubella,15% lower,NM,2.2380000000000004,0,12
Rubella,15% lower,NV,3.7288999999999994,0,21.024999999999864
Rubella,15% lower,NY,19.438500000000005,7,45
Rubella,15% lower,OH,12.491999999999999,3,35
Rubella,15% lower,OK,4.378499999999999,0,18
Rubella,15% lower,OR,4.461400000000002,0,21
Rubella,15% lower,PA,12.234999999999998,3,32
Rubella,15% lower,RI,0.8065000000000002,0,5
Rubella,15% lower,SC,5.303000000000002,0,20
Rubella,15% lower,SD,0.8725,0,6
Rubella,15% lower,TN,6.8405,1,23.024999999999864
Rubella,15% lower,TX,33.435500000000005,14,77
Rubella,15% lower,UT,3.817500000000001,0,18
Rubella,15% lower,VA,9.116499999999998,2,31
Rubella,15% lower,VT,0.5379999999999998,0,4
Rubella,15% lower,WA,7.847899999999998,1,27
Rubella,15% lower,WI,5.536499999999999,0,20
Rubella,15% lower,WV,1.883000000000001,0,11
Rubella,15% lower,WY,0.541000000000001,0,5
Rubella,10% lower,AK,0.7044999999999998,0,6
Rubella,10% lower,AL,3.9430000000000005,0,14
Rubella,10% lower,AR,2.6254999999999984,0,11
Rubella,10% lower,AZ,6.372999999999999,1,19
Rubella,10% lower,CA,33.971500000000006,17,62
Rubella,10% lower,CO,5.071499999999999,0,17
Rubella,10% lower,CT,2.3979999999999997,0,8
Rubella,10% lower,DC,0.5690000000000005,0,4
Rubella,10% lower,DE,0.7380000000000004,0,4
Rubella,10% lower,FL,16.779500000000006,7,34
Rubella,10% lower,GA,9.398000000000001,2,24
Rubella,10% lower,HI,1.196,0,7
Rubella,10% lower,IA,2.5555,0,10
Rubella,10% lower,ID,1.6705000000000003,0,9
Rubella,10% lower,IL,10.393999999999997,3,25
Rubella,10% lower,IN,5.859500000000001,1,17.024999999999864
Rubella,10% lower,KS,2.3970000000000007,0,10
Rubella,10% lower,KY,4.101499999999999,0,17
Rubella,10% lower,LA,4.196999999999999,0,14.024999999999864
Rubella,10% lower,MA,4.666500000000001,0,12
Rubella,10% lower,MD,4.594500000000001,0,13
Rubella,10% lower,ME,0.9315000000000002,0,5
Rubella,10% lower,MI,8.309000000000001,2,23
Rubella,10% lower,MN,4.548999999999998,0,14
Rubella,10% lower,MO,5.300000000000002,0,16
Rubella,10% lower,MS,2.6605000000000008,0,11
Rubella,10% lower,MT,0.9223999999999999,0,6
Rubella,10% lower,NC,7.898000000000003,2,19
Rubella,10% lower,ND,0.6495000000000002,0,4
Rubella,10% lower,NE,1.5244999999999982,0,7
Rubella,10% lower,NH,0.9315000000000002,0,5
Rubella,10% lower,NJ,7.283000000000005,1,20
Rubella,10% lower,NM,1.8079999999999998,0,9
Rubella,10% lower,NV,2.6924999999999994,0,13
Rubella,10% lower,NY,15.922999999999998,6,34
Rubella,10% lower,OH,10.020500000000002,2,25
Rubella,10% lower,OK,3.4815000000000005,0,13
Rubella,10% lower,OR,3.5880000000000005,0,14
Rubella,10% lower,PA,10.388399999999999,3,24.024999999999864
Rubella,10% lower,RI,0.7425000000000003,0,4
Rubella,10% lower,SC,4.449000000000001,0,16
Rubella,10% lower,SD,0.6940000000000003,0,5
Rubella,10% lower,TN,5.615600000000001,1,16
Rubella,10% lower,TX,26.415,11,51
Rubella,10% lower,UT,3.0969999999999995,0,12.024999999999864
Rubella,10% lower,VA,7.066999999999995,1,21
Rubella,10% lower,VT,0.37649999999999995,0,3
Rubella,10% lower,WA,6.617000000000003,1,21
Rubella,10% lower,WI,4.5905,0,14
Rubella,10% lower,WV,1.5475000000000005,0,8
Rubella,10% lower,WY,0.47349999999999987,0,4
Rubella,5% lower,AK,0.6059999999999987,0,4
Rubella,5% lower,AL,3.2730000000000006,0,10
Rubella,5% lower,AR,2.132,0,8
Rubella,5% lower,AZ,5.413099999999999,1,16
Rubella,5% lower,CA,27.802000000000003,14,47
Rubella,5% lower,CO,4.247,0,13
Rubella,5% lower,CT,2.0244999999999993,0,6.024999999999864
Rubella,5% lower,DC,0.4709999999999999,0,3
Rubella,5% lower,DE,0.6040000000000004,0,3
Rubella,5% lower,FL,13.911900000000001,5,27
Rubella,5% lower,GA,7.6209999999999996,1,18
Rubella,5% lower,HI,1.0239999999999994,0,5
Rubella,5% lower,IA,2.092000000000001,0,8
Rubella,5% lower,ID,1.325500000000001,0,7
Rubella,5% lower,IL,8.505499999999996,2,19
Rubella,5% lower,IN,4.871500000000001,0,15
Rubella,5% lower,KS,2.087999999999999,0,8
Rubella,5% lower,KY,3.1785000000000005,0,10
Rubella,5% lower,LA,3.231500000000002,0,10
Rubella,5% lower,MA,3.821,0,10
Rubella,5% lower,MD,3.7270000000000008,0,10
Rubella,5% lower,ME,0.834500000000001,0,4
Rubella,5% lower,MI,6.800999999999998,1,16
Rubella,5% lower,MN,3.7479999999999998,0,11
Rubella,5% lower,MO,4.458499999999999,0,13
Rubella,5% lower,MS,2.150499999999999,0,8
Rubella,5% lower,MT,0.8270000000000003,0,5
Rubella,5% lower,NC,6.5634999999999994,1,15
Rubella,5% lower,ND,0.5570000000000002,0,4
Rubella,5% lower,NE,1.3095,0,6
Rubella,5% lower,NH,0.8055000000000002,0,4
Rubella,5% lower,NJ,6.0505,1,15
Rubella,5% lower,NM,1.4685000000000004,0,6
Rubella,5% lower,NV,2.3959999999999995,0,10
Rubella,5% lower,NY,13.002500000000001,5,25
Rubella,5% lower,OH,8.355899999999998,2,19
Rubella,5% lower,OK,2.9084999999999988,0,9
Rubella,5% lower,OR,3.0400000000000005,0,10
Rubella,5% lower,PA,8.4105,2,18.024999999999864
Rubella,5% lower,RI,0.6029999999999998,0,3
Rubella,5% lower,SC,3.8164999999999996,0,12
Rubella,5% lower,SD,0.6049999999999996,0,3.0249999999998636
Rubella,5% lower,TN,4.651500000000001,0,13
Rubella,5% lower,TX,21.289499999999997,9,40
Rubella,5% lower,UT,2.5105,0,9
Rubella,5% lower,VA,5.803000000000001,1,14
Rubella,5% lower,VT,0.3830000000000003,0,3
Rubella,5% lower,WA,5.416499999999999,1,15
