"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Nevada"	"32"	"2021"	"2021"	"50 years and over"	"50+"	16
	"Nevada"	"32"	"2022"	"2022"	"Under 15 years"	"15"	14
	"Nevada"	"32"	"2022"	"2022"	"15-19 years"	"15-19"	1304
	"Nevada"	"32"	"2022"	"2022"	"20-24 years"	"20-24"	6051
	"Nevada"	"32"	"2022"	"2022"	"25-29 years"	"25-29"	9670
	"Nevada"	"32"	"2022"	"2022"	"30-34 years"	"30-34"	9615
	"Nevada"	"32"	"2022"	"2022"	"35-39 years"	"35-39"	5275
	"Nevada"	"32"	"2022"	"2022"	"40-44 years"	"40-44"	1178
	"Nevada"	"32"	"2022"	"2022"	"45-49 years"	"45-49"	72
	"Nevada"	"32"	"2022"	"2022"	"50 years and over"	"50+"	14
	"Nevada"	"32"	"2023"	"2023"	"Under 15 years"	"15"	17
	"Nevada"	"32"	"2023"	"2023"	"15-19 years"	"15-19"	1248
	"Nevada"	"32"	"2023"	"2023"	"20-24 years"	"20-24"	5660
	"Nevada"	"32"	"2023"	"2023"	"25-29 years"	"25-29"	9004
	"Nevada"	"32"	"2023"	"2023"	"30-34 years"	"30-34"	9357
	"Nevada"	"32"	"2023"	"2023"	"35-39 years"	"35-39"	5161
	"Nevada"	"32"	"2023"	"2023"	"40-44 years"	"40-44"	1263
	"Nevada"	"32"	"2023"	"2023"	"45-49 years"	"45-49"	75
	"Nevada"	"32"	"2023"	"2023"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2007"	"2007"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2007"	"2007"	"15-19 years"	"15-19"	924
	"New Hampshire"	"33"	"2007"	"2007"	"20-24 years"	"20-24"	2825
	"New Hampshire"	"33"	"2007"	"2007"	"25-29 years"	"25-29"	4015
	"New Hampshire"	"33"	"2007"	"2007"	"30-34 years"	"30-34"	3862
	"New Hampshire"	"33"	"2007"	"2007"	"35-39 years"	"35-39"	2044
	"New Hampshire"	"33"	"2007"	"2007"	"40-44 years"	"40-44"	448
	"New Hampshire"	"33"	"2007"	"2007"	"45-49 years"	"45-49"	39
	"New Hampshire"	"33"	"2007"	"2007"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2008"	"2008"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2008"	"2008"	"15-19 years"	"15-19"	902
	"New Hampshire"	"33"	"2008"	"2008"	"20-24 years"	"20-24"	2782
	"New Hampshire"	"33"	"2008"	"2008"	"25-29 years"	"25-29"	3831
	"New Hampshire"	"33"	"2008"	"2008"	"30-34 years"	"30-34"	3818
	"New Hampshire"	"33"	"2008"	"2008"	"35-39 years"	"35-39"	1908
	"New Hampshire"	"33"	"2008"	"2008"	"40-44 years"	"40-44"	407
	"New Hampshire"	"33"	"2008"	"2008"	"45-49 years"	"45-49"	28
	"New Hampshire"	"33"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2009"	"2009"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2009"	"2009"	"15-19 years"	"15-19"	765
	"New Hampshire"	"33"	"2009"	"2009"	"20-24 years"	"20-24"	2742
	"New Hampshire"	"33"	"2009"	"2009"	"25-29 years"	"25-29"	3893
	"New Hampshire"	"33"	"2009"	"2009"	"30-34 years"	"30-34"	3713
	"New Hampshire"	"33"	"2009"	"2009"	"35-39 years"	"35-39"	1855
	"New Hampshire"	"33"	"2009"	"2009"	"40-44 years"	"40-44"	390
	"New Hampshire"	"33"	"2009"	"2009"	"45-49 years"	"45-49"	14
	"New Hampshire"	"33"	"2009"	"2009"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2010"	"2010"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2010"	"2010"	"15-19 years"	"15-19"	722
	"New Hampshire"	"33"	"2010"	"2010"	"20-24 years"	"20-24"	2638
	"New Hampshire"	"33"	"2010"	"2010"	"25-29 years"	"25-29"	3634
	"New Hampshire"	"33"	"2010"	"2010"	"30-34 years"	"30-34"	3718
	"New Hampshire"	"33"	"2010"	"2010"	"35-39 years"	"35-39"	1748
	"New Hampshire"	"33"	"2010"	"2010"	"40-44 years"	"40-44"	394
	"New Hampshire"	"33"	"2010"	"2010"	"45-49 years"	"45-49"	13
	"New Hampshire"	"33"	"2010"	"2010"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	"15-19 years"	"15-19"	629
	"New Hampshire"	"33"	"2011"	"2011"	"20-24 years"	"20-24"	2562
	"New Hampshire"	"33"	"2011"	"2011"	"25-29 years"	"25-29"	3734
	"New Hampshire"	"33"	"2011"	"2011"	"30-34 years"	"30-34"	3778
	"New Hampshire"	"33"	"2011"	"2011"	"35-39 years"	"35-39"	1725
	"New Hampshire"	"33"	"2011"	"2011"	"40-44 years"	"40-44"	396
	"New Hampshire"	"33"	"2011"	"2011"	"45-49 years"	"45-49"	24
	"New Hampshire"	"33"	"2011"	"2011"	"50 years and over"	"50+"	0
	"New Hampshire"	"33"	"2012"	"2012"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	"15-19 years"	"15-19"	629
	"New Hampshire"	"33"	"2012"	"2012"	"20-24 years"	"20-24"	2323
	"New Hampshire"	"33"	"2012"	"2012"	"25-29 years"	"25-29"	3681
	"New Hampshire"	"33"	"2012"	"2012"	"30-34 years"	"30-34"	3683
	"New Hampshire"	"33"	"2012"	"2012"	"35-39 years"	"35-39"	1668
	"New Hampshire"	"33"	"2012"	"2012"	"40-44 years"	"40-44"	345
	"New Hampshire"	"33"	"2012"	"2012"	"45-49 years"	"45-49"	18
	"New Hampshire"	"33"	"2012"	"2012"	"50 years and over"	"50+"	0
	"New Hampshire"	"33"	"2013"	"2013"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	"15-19 years"	"15-19"	560
	"New Hampshire"	"33"	"2013"	"2013"	"20-24 years"	"20-24"	2246
	"New Hampshire"	"33"	"2013"	"2013"	"25-29 years"	"25-29"	3646
	"New Hampshire"	"33"	"2013"	"2013"	"30-34 years"	"30-34"	3817
	"New Hampshire"	"33"	"2013"	"2013"	"35-39 years"	"35-39"	1730
	"New Hampshire"	"33"	"2013"	"2013"	"40-44 years"	"40-44"	372
	"New Hampshire"	"33"	"2013"	"2013"	"45-49 years"	"45-49"	20
	"New Hampshire"	"33"	"2013"	"2013"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	"15-19 years"	"15-19"	484
	"New Hampshire"	"33"	"2014"	"2014"	"20-24 years"	"20-24"	2185
	"New Hampshire"	"33"	"2014"	"2014"	"25-29 years"	"25-29"	3685
	"New Hampshire"	"33"	"2014"	"2014"	"30-34 years"	"30-34"	3902
	"New Hampshire"	"33"	"2014"	"2014"	"35-39 years"	"35-39"	1712
	"New Hampshire"	"33"	"2014"	"2014"	"40-44 years"	"40-44"	302
	"New Hampshire"	"33"	"2014"	"2014"	"45-49 years"	"45-49"	30
	"New Hampshire"	"33"	"2014"	"2014"	"50 years and over"	"50+"	0
	"New Hampshire"	"33"	"2015"	"2015"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	"15-19 years"	"15-19"	468
	"New Hampshire"	"33"	"2015"	"2015"	"20-24 years"	"20-24"	1997
	"New Hampshire"	"33"	"2015"	"2015"	"25-29 years"	"25-29"	3740
	"New Hampshire"	"33"	"2015"	"2015"	"30-34 years"	"30-34"	4028
	"New Hampshire"	"33"	"2015"	"2015"	"35-39 years"	"35-39"	1815
	"New Hampshire"	"33"	"2015"	"2015"	"40-44 years"	"40-44"	360
	"New Hampshire"	"33"	"2015"	"2015"	"45-49 years"	"45-49"	19
	"New Hampshire"	"33"	"2015"	"2015"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	"15-19 years"	"15-19"	392
	"New Hampshire"	"33"	"2016"	"2016"	"20-24 years"	"20-24"	1898
	"New Hampshire"	"33"	"2016"	"2016"	"25-29 years"	"25-29"	3569
	"New Hampshire"	"33"	"2016"	"2016"	"30-34 years"	"30-34"	4176
	"New Hampshire"	"33"	"2016"	"2016"	"35-39 years"	"35-39"	1906
	"New Hampshire"	"33"	"2016"	"2016"	"40-44 years"	"40-44"	305
	"New Hampshire"	"33"	"2016"	"2016"	"45-49 years"	"45-49"	16
	"New Hampshire"	"33"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2017"	"2017"	"Under 15 years"	"15"	0
	"New Hampshire"	"33"	"2017"	"2017"	"15-19 years"	"15-19"	353
	"New Hampshire"	"33"	"2017"	"2017"	"20-24 years"	"20-24"	1808
	"New Hampshire"	"33"	"2017"	"2017"	"25-29 years"	"25-29"	3660
	"New Hampshire"	"33"	"2017"	"2017"	"30-34 years"	"30-34"	4094
	"New Hampshire"	"33"	"2017"	"2017"	"35-39 years"	"35-39"	1859
	"New Hampshire"	"33"	"2017"	"2017"	"40-44 years"	"40-44"	316
	"New Hampshire"	"33"	"2017"	"2017"	"45-49 years"	"45-49"	25
	"New Hampshire"	"33"	"2017"	"2017"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2018"	"2018"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2018"	"2018"	"15-19 years"	"15-19"	334
	"New Hampshire"	"33"	"2018"	"2018"	"20-24 years"	"20-24"	1699
	"New Hampshire"	"33"	"2018"	"2018"	"25-29 years"	"25-29"	3446
	"New Hampshire"	"33"	"2018"	"2018"	"30-34 years"	"30-34"	4160
	"New Hampshire"	"33"	"2018"	"2018"	"35-39 years"	"35-39"	1976
	"New Hampshire"	"33"	"2018"	"2018"	"40-44 years"	"40-44"	346
	"New Hampshire"	"33"	"2018"	"2018"	"45-49 years"	"45-49"	29
	"New Hampshire"	"33"	"2018"	"2018"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2019"	"2019"	"Under 15 years"	"15"	0
	"New Hampshire"	"33"	"2019"	"2019"	"15-19 years"	"15-19"	275
	"New Hampshire"	"33"	"2019"	"2019"	"20-24 years"	"20-24"	1582
	"New Hampshire"	"33"	"2019"	"2019"	"25-29 years"	"25-29"	3418
	"New Hampshire"	"33"	"2019"	"2019"	"30-34 years"	"30-34"	4268
	"New Hampshire"	"33"	"2019"	"2019"	"35-39 years"	"35-39"	1919
	"New Hampshire"	"33"	"2019"	"2019"	"40-44 years"	"40-44"	346
	"New Hampshire"	"33"	"2019"	"2019"	"45-49 years"	"45-49"	26
	"New Hampshire"	"33"	"2019"	"2019"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2020"	"2020"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2020"	"2020"	"15-19 years"	"15-19"	272
	"New Hampshire"	"33"	"2020"	"2020"	"20-24 years"	"20-24"	1511
	"New Hampshire"	"33"	"2020"	"2020"	"25-29 years"	"25-29"	3283
	"New Hampshire"	"33"	"2020"	"2020"	"30-34 years"	"30-34"	4306
	"New Hampshire"	"33"	"2020"	"2020"	"35-39 years"	"35-39"	2040
	"New Hampshire"	"33"	"2020"	"2020"	"40-44 years"	"40-44"	360
	"New Hampshire"	"33"	"2020"	"2020"	"45-49 years"	"45-49"	17
	"New Hampshire"	"33"	"2020"	"2020"	"50 years and over"	"50+"	0
	"New Hampshire"	"33"	"2021"	"2021"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2021"	"2021"	"15-19 years"	"15-19"	225
	"New Hampshire"	"33"	"2021"	"2021"	"20-24 years"	"20-24"	1409
	"New Hampshire"	"33"	"2021"	"2021"	"25-29 years"	"25-29"	3514
	"New Hampshire"	"33"	"2021"	"2021"	"30-34 years"	"30-34"	4772
	"New Hampshire"	"33"	"2021"	"2021"	"35-39 years"	"35-39"	2233
	"New Hampshire"	"33"	"2021"	"2021"	"40-44 years"	"40-44"	436
	"New Hampshire"	"33"	"2021"	"2021"	"45-49 years"	"45-49"	28
	"New Hampshire"	"33"	"2021"	"2021"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2022"	"2022"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2022"	"2022"	"15-19 years"	"15-19"	183
	"New Hampshire"	"33"	"2022"	"2022"	"20-24 years"	"20-24"	1286
	"New Hampshire"	"33"	"2022"	"2022"	"25-29 years"	"25-29"	3178
	"New Hampshire"	"33"	"2022"	"2022"	"30-34 years"	"30-34"	4660
	"New Hampshire"	"33"	"2022"	"2022"	"35-39 years"	"35-39"	2320
	"New Hampshire"	"33"	"2022"	"2022"	"40-44 years"	"40-44"	417
	"New Hampshire"	"33"	"2022"	"2022"	"45-49 years"	"45-49"	28
	"New Hampshire"	"33"	"2022"	"2022"	"50 years and over"	"50+"	Suppressed
	"New Hampshire"	"33"	"2023"	"2023"	"Under 15 years"	"15"	Suppressed
	"New Hampshire"	"33"	"2023"	"2023"	"15-19 years"	"15-19"	186
	"New Hampshire"	"33"	"2023"	"2023"	"20-24 years"	"20-24"	1232
	"New Hampshire"	"33"	"2023"	"2023"	"25-29 years"	"25-29"	3104
	"New Hampshire"	"33"	"2023"	"2023"	"30-34 years"	"30-34"	4611
	"New Hampshire"	"33"	"2023"	"2023"	"35-39 years"	"35-39"	2322
	"New Hampshire"	"33"	"2023"	"2023"	"40-44 years"	"40-44"	455
	"New Hampshire"	"33"	"2023"	"2023"	"45-49 years"	"45-49"	21
	"New Hampshire"	"33"	"2023"	"2023"	"50 years and over"	"50+"	Suppressed
	"New Jersey"	"34"	"2007"	"2007"	"Under 15 years"	"15"	119
	"New Jersey"	"34"	"2007"	"2007"	"15-19 years"	"15-19"	7255
	"New Jersey"	"34"	"2007"	"2007"	"20-24 years"	"20-24"	19831
	"New Jersey"	"34"	"2007"	"2007"	"25-29 years"	"25-29"	29894
	"New Jersey"	"34"	"2007"	"2007"	"30-34 years"	"30-34"	34076
	"New Jersey"	"34"	"2007"	"2007"	"35-39 years"	"35-39"	20137
	"New Jersey"	"34"	"2007"	"2007"	"40-44 years"	"40-44"	4374
	"New Jersey"	"34"	"2007"	"2007"	"45-49 years"	"45-49"	346
	"New Jersey"	"34"	"2007"	"2007"	"50 years and over"	"50+"	31
	"New Jersey"	"34"	"2008"	"2008"	"Under 15 years"	"15"	69
	"New Jersey"	"34"	"2008"	"2008"	"15-19 years"	"15-19"	7008
	"New Jersey"	"34"	"2008"	"2008"	"20-24 years"	"20-24"	19053
	"New Jersey"	"34"	"2008"	"2008"	"25-29 years"	"25-29"	29272
	"New Jersey"	"34"	"2008"	"2008"	"30-34 years"	"30-34"	33278
	"New Jersey"	"34"	"2008"	"2008"	"35-39 years"	"35-39"	19329
	"New Jersey"	"34"	"2008"	"2008"	"40-44 years"	"40-44"	4410
	"New Jersey"	"34"	"2008"	"2008"	"45-49 years"	"45-49"	280
	"New Jersey"	"34"	"2008"	"2008"	"50 years and over"	"50+"	11
	"New Jersey"	"34"	"2009"	"2009"	"Under 15 years"	"15"	74
	"New Jersey"	"34"	"2009"	"2009"	"15-19 years"	"15-19"	6408
	"New Jersey"	"34"	"2009"	"2009"	"20-24 years"	"20-24"	18568
	"New Jersey"	"34"	"2009"	"2009"	"25-29 years"	"25-29"	28707
	"New Jersey"	"34"	"2009"	"2009"	"30-34 years"	"30-34"	33246
	"New Jersey"	"34"	"2009"	"2009"	"35-39 years"	"35-39"	18604
	"New Jersey"	"34"	"2009"	"2009"	"40-44 years"	"40-44"	4388
	"New Jersey"	"34"	"2009"	"2009"	"45-49 years"	"45-49"	321
	"New Jersey"	"34"	"2009"	"2009"	"50 years and over"	"50+"	15
	"New Jersey"	"34"	"2010"	"2010"	"Under 15 years"	"15"	76
	"New Jersey"	"34"	"2010"	"2010"	"15-19 years"	"15-19"	5793
	"New Jersey"	"34"	"2010"	"2010"	"20-24 years"	"20-24"	17773
	"New Jersey"	"34"	"2010"	"2010"	"25-29 years"	"25-29"	27455
	"New Jersey"	"34"	"2010"	"2010"	"30-34 years"	"30-34"	32983
	"New Jersey"	"34"	"2010"	"2010"	"35-39 years"	"35-39"	18177
	"New Jersey"	"34"	"2010"	"2010"	"40-44 years"	"40-44"	4325
	"New Jersey"	"34"	"2010"	"2010"	"45-49 years"	"45-49"	310
	"New Jersey"	"34"	"2010"	"2010"	"50 years and over"	"50+"	30
	"New Jersey"	"34"	"2011"	"2011"	"Under 15 years"	"15"	60
	"New Jersey"	"34"	"2011"	"2011"	"15-19 years"	"15-19"	5358
	"New Jersey"	"34"	"2011"	"2011"	"20-24 years"	"20-24"	17353
	"New Jersey"	"34"	"2011"	"2011"	"25-29 years"	"25-29"	27255
	"New Jersey"	"34"	"2011"	"2011"	"30-34 years"	"30-34"	33305
	"New Jersey"	"34"	"2011"	"2011"	"35-39 years"	"35-39"	17837
	"New Jersey"	"34"	"2011"	"2011"	"40-44 years"	"40-44"	4342
	"New Jersey"	"34"	"2011"	"2011"	"45-49 years"	"45-49"	349
	"New Jersey"	"34"	"2011"	"2011"	"50 years and over"	"50+"	24
	"New Jersey"	"34"	"2012"	"2012"	"Under 15 years"	"15"	72
	"New Jersey"	"34"	"2012"	"2012"	"15-19 years"	"15-19"	4772
	"New Jersey"	"34"	"2012"	"2012"	"20-24 years"	"20-24"	16827
	"New Jersey"	"34"	"2012"	"2012"	"25-29 years"	"25-29"	26832
	"New Jersey"	"34"	"2012"	"2012"	"30-34 years"	"30-34"	33144
	"New Jersey"	"34"	"2012"	"2012"	"35-39 years"	"35-39"	17899
	"New Jersey"	"34"	"2012"	"2012"	"40-44 years"	"40-44"	4362
	"New Jersey"	"34"	"2012"	"2012"	"45-49 years"	"45-49"	290
	"New Jersey"	"34"	"2012"	"2012"	"50 years and over"	"50+"	32
	"New Jersey"	"34"	"2013"	"2013"	"Under 15 years"	"15"	43
	"New Jersey"	"34"	"2013"	"2013"	"15-19 years"	"15-19"	4188
	"New Jersey"	"34"	"2013"	"2013"	"20-24 years"	"20-24"	15913
	"New Jersey"	"34"	"2013"	"2013"	"25-29 years"	"25-29"	26158
	"New Jersey"	"34"	"2013"	"2013"	"30-34 years"	"30-34"	33638
	"New Jersey"	"34"	"2013"	"2013"	"35-39 years"	"35-39"	18165
	"New Jersey"	"34"	"2013"	"2013"	"40-44 years"	"40-44"	4117
	"New Jersey"	"34"	"2013"	"2013"	"45-49 years"	"45-49"	329
	"New Jersey"	"34"	"2013"	"2013"	"50 years and over"	"50+"	24
	"New Jersey"	"34"	"2014"	"2014"	"Under 15 years"	"15"	51
	"New Jersey"	"34"	"2014"	"2014"	"15-19 years"	"15-19"	3678
	"New Jersey"	"34"	"2014"	"2014"	"20-24 years"	"20-24"	15420
	"New Jersey"	"34"	"2014"	"2014"	"25-29 years"	"25-29"	26349
	"New Jersey"	"34"	"2014"	"2014"	"30-34 years"	"30-34"	34565
	"New Jersey"	"34"	"2014"	"2014"	"35-39 years"	"35-39"	18659
	"New Jersey"	"34"	"2014"	"2014"	"40-44 years"	"40-44"	4251
	"New Jersey"	"34"	"2014"	"2014"	"45-49 years"	"45-49"	305
	"New Jersey"	"34"	"2014"	"2014"	"50 years and over"	"50+"	27
	"New Jersey"	"34"	"2015"	"2015"	"Under 15 years"	"15"	33
	"New Jersey"	"34"	"2015"	"2015"	"15-19 years"	"15-19"	3374
	"New Jersey"	"34"	"2015"	"2015"	"20-24 years"	"20-24"	14728
	"New Jersey"	"34"	"2015"	"2015"	"25-29 years"	"25-29"	26454
	"New Jersey"	"34"	"2015"	"2015"	"30-34 years"	"30-34"	34600
	"New Jersey"	"34"	"2015"	"2015"	"35-39 years"	"35-39"	19216
	"New Jersey"	"34"	"2015"	"2015"	"40-44 years"	"40-44"	4382
	"New Jersey"	"34"	"2015"	"2015"	"45-49 years"	"45-49"	319
	"New Jersey"	"34"	"2015"	"2015"	"50 years and over"	"50+"	21
	"New Jersey"	"34"	"2016"	"2016"	"Under 15 years"	"15"	27
	"New Jersey"	"34"	"2016"	"2016"	"15-19 years"	"15-19"	3060
	"New Jersey"	"34"	"2016"	"2016"	"20-24 years"	"20-24"	14124
	"New Jersey"	"34"	"2016"	"2016"	"25-29 years"	"25-29"	26141
	"New Jersey"	"34"	"2016"	"2016"	"30-34 years"	"30-34"	34832
	"New Jersey"	"34"	"2016"	"2016"	"35-39 years"	"35-39"	19769
	"New Jersey"	"34"	"2016"	"2016"	"40-44 years"	"40-44"	4290
	"New Jersey"	"34"	"2016"	"2016"	"45-49 years"	"45-49"	368
	"New Jersey"	"34"	"2016"	"2016"	"50 years and over"	"50+"	36
	"New Jersey"	"34"	"2017"	"2017"	"Under 15 years"	"15"	27
	"New Jersey"	"34"	"2017"	"2017"	"15-19 years"	"15-19"	2837
	"New Jersey"	"34"	"2017"	"2017"	"20-24 years"	"20-24"	13381
	"New Jersey"	"34"	"2017"	"2017"	"25-29 years"	"25-29"	25692
	"New Jersey"	"34"	"2017"	"2017"	"30-34 years"	"30-34"	34451
	"New Jersey"	"34"	"2017"	"2017"	"35-39 years"	"35-39"	19972
	"New Jersey"	"34"	"2017"	"2017"	"40-44 years"	"40-44"	4487
	"New Jersey"	"34"	"2017"	"2017"	"45-49 years"	"45-49"	365
	"New Jersey"	"34"	"2017"	"2017"	"50 years and over"	"50+"	38
	"New Jersey"	"34"	"2018"	"2018"	"Under 15 years"	"15"	26
	"New Jersey"	"34"	"2018"	"2018"	"15-19 years"	"15-19"	2814
	"New Jersey"	"34"	"2018"	"2018"	"20-24 years"	"20-24"	12890
	"New Jersey"	"34"	"2018"	"2018"	"25-29 years"	"25-29"	24891
	"New Jersey"	"34"	"2018"	"2018"	"30-34 years"	"30-34"	34729
	"New Jersey"	"34"	"2018"	"2018"	"35-39 years"	"35-39"	20790
	"New Jersey"	"34"	"2018"	"2018"	"40-44 years"	"40-44"	4682
	"New Jersey"	"34"	"2018"	"2018"	"45-49 years"	"45-49"	356
	"New Jersey"	"34"	"2018"	"2018"	"50 years and over"	"50+"	45
	"New Jersey"	"34"	"2019"	"2019"	"Under 15 years"	"15"	28
	"New Jersey"	"34"	"2019"	"2019"	"15-19 years"	"15-19"	2697
	"New Jersey"	"34"	"2019"	"2019"	"20-24 years"	"20-24"	12232
	"New Jersey"	"34"	"2019"	"2019"	"25-29 years"	"25-29"	24291
	"New Jersey"	"34"	"2019"	"2019"	"30-34 years"	"30-34"	34872
	"New Jersey"	"34"	"2019"	"2019"	"35-39 years"	"35-39"	20413
	"New Jersey"	"34"	"2019"	"2019"	"40-44 years"	"40-44"	4673
	"New Jersey"	"34"	"2019"	"2019"	"45-49 years"	"45-49"	342
	"New Jersey"	"34"	"2019"	"2019"	"50 years and over"	"50+"	37
	"New Jersey"	"34"	"2020"	"2020"	"Under 15 years"	"15"	32
	"New Jersey"	"34"	"2020"	"2020"	"15-19 years"	"15-19"	2450
	"New Jersey"	"34"	"2020"	"2020"	"20-24 years"	"20-24"	11799
	"New Jersey"	"34"	"2020"	"2020"	"25-29 years"	"25-29"	22876
	"New Jersey"	"34"	"2020"	"2020"	"30-34 years"	"30-34"	34683
	"New Jersey"	"34"	"2020"	"2020"	"35-39 years"	"35-39"	20852
	"New Jersey"	"34"	"2020"	"2020"	"40-44 years"	"40-44"	4859
	"New Jersey"	"34"	"2020"	"2020"	"45-49 years"	"45-49"	365
	"New Jersey"	"34"	"2020"	"2020"	"50 years and over"	"50+"	38
	"New Jersey"	"34"	"2021"	"2021"	"Under 15 years"	"15"	36
	"New Jersey"	"34"	"2021"	"2021"	"15-19 years"	"15-19"	2253
	"New Jersey"	"34"	"2021"	"2021"	"20-24 years"	"20-24"	11588
	"New Jersey"	"34"	"2021"	"2021"	"25-29 years"	"25-29"	22938
	"New Jersey"	"34"	"2021"	"2021"	"30-34 years"	"30-34"	36739
	"New Jersey"	"34"	"2021"	"2021"	"35-39 years"	"35-39"	22427
	"New Jersey"	"34"	"2021"	"2021"	"40-44 years"	"40-44"	5130
	"New Jersey"	"34"	"2021"	"2021"	"45-49 years"	"45-49"	340
	"New Jersey"	"34"	"2021"	"2021"	"50 years and over"	"50+"	46
	"New Jersey"	"34"	"2022"	"2022"	"Under 15 years"	"15"	30
	"New Jersey"	"34"	"2022"	"2022"	"15-19 years"	"15-19"	2288
	"New Jersey"	"34"	"2022"	"2022"	"20-24 years"	"20-24"	11746
	"New Jersey"	"34"	"2022"	"2022"	"25-29 years"	"25-29"	22780
	"New Jersey"	"34"	"2022"	"2022"	"30-34 years"	"30-34"	36936
	"New Jersey"	"34"	"2022"	"2022"	"35-39 years"	"35-39"	23408
	"New Jersey"	"34"	"2022"	"2022"	"40-44 years"	"40-44"	5248
	"New Jersey"	"34"	"2022"	"2022"	"45-49 years"	"45-49"	398
	"New Jersey"	"34"	"2022"	"2022"	"50 years and over"	"50+"	59
	"New Jersey"	"34"	"2023"	"2023"	"Under 15 years"	"15"	32
	"New Jersey"	"34"	"2023"	"2023"	"15-19 years"	"15-19"	2153
	"New Jersey"	"34"	"2023"	"2023"	"20-24 years"	"20-24"	11313
	"New Jersey"	"34"	"2023"	"2023"	"25-29 years"	"25-29"	22351
	"New Jersey"	"34"	"2023"	"2023"	"30-34 years"	"30-34"	36114
	"New Jersey"	"34"	"2023"	"2023"	"35-39 years"	"35-39"	23138
	"New Jersey"	"34"	"2023"	"2023"	"40-44 years"	"40-44"	5426
	"New Jersey"	"34"	"2023"	"2023"	"45-49 years"	"45-49"	423
	"New Jersey"	"34"	"2023"	"2023"	"50 years and over"	"50+"	51
	"New Mexico"	"35"	"2007"	"2007"	"Under 15 years"	"15"	72
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	4720
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	9330
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	8160
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	5168
	"New Mexico"	"35"	"2007"	"2007"	"35-39 years"	"35-39"	2572
	"New Mexico"	"35"	"2007"	"2007"	"40-44 years"	"40-44"	542
	"New Mexico"	"35"	"2007"	"2007"	"45-49 years"	"45-49"	47
	"New Mexico"	"35"	"2007"	"2007"	"50 years and over"	"50+"	Suppressed
	"New Mexico"	"35"	"2008"	"2008"	"Under 15 years"	"15"	63
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	4540
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	9279
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	8103
	"New Mexico"	"35"	"2008"	"2008"	"30-34 years"	"30-34"	5155
	"New Mexico"	"35"	"2008"	"2008"	"35-39 years"	"35-39"	2389
	"New Mexico"	"35"	"2008"	"2008"	"40-44 years"	"40-44"	593
	"New Mexico"	"35"	"2008"	"2008"	"45-49 years"	"45-49"	47
	"New Mexico"	"35"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"New Mexico"	"35"	"2009"	"2009"	"Under 15 years"	"15"	52
	"New Mexico"	"35"	"2009"	"2009"	"15-19 years"	"15-19"	4438
	"New Mexico"	"35"	"2009"	"2009"	"20-24 years"	"20-24"	8625
	"New Mexico"	"35"	"2009"	"2009"	"25-29 years"	"25-29"	8022
